time	bid	bid_depth	bid_depth_total	offer	offer_depth	offer_depth_total
20140812T161822	96.6	300	300	96.61	1000	1000
20140812T161824	96.6	1100	1100	96.61	400	400
20140812T161825	96.6	1100	1100	96.61	500	500
20140812T161827	96.6	1200	1200	96.61	400	400
20140812T161828	96.6	700	700	96.61	700	700
20140812T161830	96.6	1000	1000	96.61	700	700
20140812T161831	96.6	1000	1000	96.61	500	500
20140812T161833	96.6	1100	1100	96.61	300	300
20140812T161835	96.6	1000	1000	96.61	800	800
20140812T161837	96.6	1000	1000	96.61	500	500
20140812T161838	96.59	400	400	96.6	2100	2100
20140812T161839	96.59	300	300	96.6	2100	2100
20140812T161843	96.58	100	100	96.59	2100	2100
20140812T161844	96.57	2100	2100	96.58	100	100
20140812T161847	96.57	2400	2400	96.58	100	100
20140812T161849	96.57	300	300	96.58	1300	1300
20140812T161850	96.57	200	200	96.58	1300	1300
20140812T161852	96.57	600	600	96.58	1300	1300
20140812T161853	96.57	700	700	96.58	1200	1200
20140812T161856	96.57	1100	1100	96.58	1100	1100
20140812T161858	96.59	500	500	96.6	2100	2100
20140812T161859	96.59	600	600	96.6	1800	1800
20140812T161859	96.59	1500	1500	96.6	1000	1000
20140812T161901	96.59	1900	1900	96.6	1000	1000
20140812T161905	96.59	1600	1600	96.6	1100	1100
20140812T161907	96.59	1400	1400	96.6	1100	1100
20140812T161912	96.6	1800	1800	96.61	300	300
20140812T161913	96.6	1600	1600	96.61	300	300
20140812T161914	96.61	1600	1600	96.62	1500	1500
20140812T161915	96.62	3400	3400	96.63	2500	2500
20140812T161917	96.62	2700	2700	96.63	2700	2700
20140812T161918	96.62	2600	2600	96.63	2600	2600
20140812T161922	96.62	1000	1000	96.63	1900	1900
20140812T161924	96.62	1000	1000	96.63	2200	2200
20140812T161925	96.62	400	400	96.63	2200	2200
20140812T161926	96.62	200	200	96.63	2600	2600
20140812T161928	96.62	600	600	96.63	2000	2000
20140812T161929	96.62	700	700	96.63	2400	2400
20140812T161931	96.62	900	900	96.63	3300	3300
20140812T161933	96.62	1000	1000	96.63	3300	3300
20140812T161934	96.62	1000	1000	96.63	3700	3700
20140812T161935	96.62	300	300	96.63	3300	3300
20140812T161937	96.62	400	400	96.63	3300	3300
20140812T161939	96.62	500	500	96.63	3300	3300
20140812T161940	96.62	600	600	96.63	3300	3300
20140812T161943	96.62	400	400	96.63	3300	3300
20140812T161944	96.62	600	600	96.63	3400	3400
20140812T161946	96.62	900	900	96.63	3400	3400
20140812T161947	96.62	500	500	96.63	2800	2800
20140812T161951	96.62	600	600	96.63	2100	2100
20140812T161952	96.62	700	700	96.63	2100	2100
20140812T161953	96.62	500	500	96.63	2900	2900
20140812T161954	96.62	700	700	96.63	2300	2300
20140812T161956	96.62	1200	1200	96.63	2000	2000
20140812T161958	96.62	800	800	96.63	1800	1800
20140812T161959	96.62	1000	1000	96.63	1800	1800
20140812T162000	96.62	1200	1200	96.63	1800	1800
20140812T162001	96.62	1200	1200	96.63	2100	2100
20140812T162002	96.62	900	900	96.63	2100	2100
20140812T162003	96.62	1300	1300	96.63	1700	1700
20140812T162004	96.62	1000	1000	96.63	1800	1800
20140812T162006	96.62	1200	1200	96.63	1700	1700
20140812T162007	96.62	1400	1400	96.63	1700	1700
20140812T162008	96.62	1100	1100	96.63	1900	1900
20140812T162010	96.62	1100	1100	96.63	2400	2400
20140812T162011	96.62	600	600	96.63	2400	2400
20140812T162013	96.62	200	200	96.63	2400	2400
20140812T162014	96.62	300	300	96.63	2400	2400
20140812T162016	96.62	400	400	96.63	2400	2400
20140812T162017	96.6	1000	1000	96.61	1200	1200
20140812T162018	96.59	100	100	96.6	2600	2600
20140812T162019	96.58	400	400	96.59	1500	1500
20140812T162019	96.59	1900	1900	96.59	100	100
20140812T162019	96.6	1600	1600	96.61	800	800
20140812T162020	96.6	1300	1300	96.61	700	700
20140812T162021	96.6	1000	1000	96.61	1000	1000
20140812T162022	96.58	1500	1500	96.59	1000	1000
20140812T162023	96.58	900	900	96.59	1200	1200
20140812T162023	96.59	1500	1500	96.6	1600	1600
20140812T162024	96.59	1400	1400	96.6	1500	1500
20140812T162025	96.59	2100	2100	96.6	1500	1500
20140812T162026	96.61	900	900	96.62	1400	1400
20140812T162027	96.61	1500	1500	96.62	900	900
20140812T162028	96.61	1500	1500	96.62	700	700
20140812T162029	96.61	2300	2300	96.62	200	200
20140812T162030	96.61	2300	2300	96.62	300	300
20140812T162032	96.61	2300	2300	96.62	200	200
20140812T162033	96.61	2500	2500	96.62	100	100
20140812T162034	96.62	1500	1500	96.63	1400	1400
20140812T162035	96.62	1000	1000	96.63	1900	1900
20140812T162036	96.62	200	200	96.63	2600	2600
20140812T162037	96.62	300	300	96.63	2500	2500
20140812T162039	96.62	300	300	96.63	2700	2700
20140812T162040	96.62	400	400	96.63	2400	2400
20140812T162042	96.62	600	600	96.63	2400	2400
20140812T162044	96.62	600	600	96.63	2000	2000
20140812T162045	96.62	600	600	96.63	1800	1800
20140812T162048	96.62	1300	1300	96.63	800	800
20140812T162048	96.62	800	800	96.63	800	800
20140812T162049	96.62	700	700	96.63	1000	1000
20140812T162050	96.63	1000	1000	96.64	3000	3000
20140812T162052	96.63	1400	1400	96.64	1800	1800
20140812T162053	96.63	1300	1300	96.64	1800	1800
20140812T162054	96.63	1200	1200	96.64	1800	1800
20140812T162056	96.63	1100	1100	96.64	1800	1800
20140812T162057	96.63	1200	1200	96.64	1600	1600
20140812T162059	96.63	1400	1400	96.64	1600	1600
20140812T162100	96.63	1400	1400	96.64	800	800
20140812T162103	96.63	1800	1800	96.64	100	100
20140812T162104	96.64	1500	1500	96.65	3500	3500
20140812T162105	96.64	1500	1500	96.65	3400	3400
20140812T162107	96.64	1300	1300	96.65	3400	3400
20140812T162108	96.64	1400	1400	96.65	3400	3400
20140812T162112	96.64	1600	1600	96.65	2900	2900
20140812T162112	96.64	1600	1600	96.65	3700	3700
20140812T162112	96.64	200	200	96.65	3700	3700
20140812T162112	96.64	200	200	96.64	800	800
20140812T162112	96.64	100	100	96.64	2100	2100
20140812T162112	96.63	1900	1900	96.64	2200	2200
20140812T162112	96.63	1900	1900	96.64	2400	2400
20140812T162112	96.63	1900	1900	96.64	5100	5100
20140812T162112	96.63	2000	2000	96.64	5300	5300
20140812T162112	96.63	2100	2100	96.64	5100	5100
20140812T162112	96.61	2100	2100	96.62	1100	1100
20140812T162112	96.62	300	300	96.63	1300	1300
20140812T162112	96.61	1500	1500	96.62	1200	1200
20140812T162113	96.63	800	800	96.64	1900	1900
20140812T162114	96.63	200	200	96.64	1600	1600
20140812T162115	96.63	1100	1100	96.64	1100	1100
20140812T162116	96.63	1800	1800	96.64	1100	1100
20140812T162117	96.63	1100	1100	96.64	700	700
20140812T162118	96.63	1400	1400	96.64	200	200
20140812T162119	96.63	2000	2000	96.64	600	600
20140812T162120	96.63	1400	1400	96.64	1500	1500
20140812T162123	96.63	300	300	96.64	1800	1800
20140812T162124	96.63	300	300	96.64	1700	1700
20140812T162125	96.63	300	300	96.64	1900	1900
20140812T162126	96.63	300	300	96.64	1600	1600
20140812T162128	96.63	1100	1100	96.64	800	800
20140812T162129	96.63	1200	1200	96.64	1000	1000
20140812T162130	96.63	800	800	96.64	1000	1000
20140812T162131	96.63	600	600	96.64	1600	1600
20140812T162134	96.63	600	600	96.64	1200	1200
20140812T162134	96.62	100	100	96.63	1700	1700
20140812T162135	96.63	1600	1600	96.64	600	600
20140812T162138	96.63	1600	1600	96.64	500	500
20140812T162138	96.62	400	400	96.63	1300	1300
20140812T162139	96.62	500	500	96.63	900	900
20140812T162140	96.62	100	100	96.63	1400	1400
20140812T162141	96.62	700	700	96.63	1100	1100
20140812T162142	96.62	1100	1100	96.63	1500	1500
20140812T162145	96.61	1500	1500	96.62	300	300
20140812T162146	96.61	2600	2600	96.62	300	300
20140812T162148	96.61	3100	3100	96.62	400	400
20140812T162149	96.61	3100	3100	96.62	700	700
20140812T162150	96.61	3600	3600	96.62	700	700
20140812T162151	96.61	2400	2400	96.62	1000	1000
20140812T162152	96.6	2700	2700	96.61	1300	1300
20140812T162153	96.59	300	300	96.6	1600	1600
20140812T162154	96.59	500	500	96.6	1600	1600
20140812T162155	96.59	700	700	96.6	1700	1700
20140812T162156	96.58	1700	1700	96.59	400	400
20140812T162157	96.58	1300	1300	96.59	1100	1100
20140812T162158	96.58	1000	1000	96.59	1700	1700
20140812T162200	96.58	1200	1200	96.59	1100	1100
20140812T162201	96.56	1600	1600	96.57	1000	1000
20140812T162202	96.56	1700	1700	96.57	700	700
20140812T162203	96.56	1800	1800	96.57	300	300
20140812T162205	96.56	2400	2400	96.57	300	300
20140812T162205	96.59	1200	1200	96.6	1500	1500
20140812T162206	96.59	500	500	96.6	1900	1900
20140812T162207	96.59	500	500	96.6	1800	1800
20140812T162208	96.59	900	900	96.6	900	900
20140812T162209	96.59	1000	1000	96.6	1000	1000
20140812T162211	96.6	2100	2100	96.61	200	200
20140812T162212	96.6	1300	1300	96.61	1000	1000
20140812T162213	96.6	1900	1900	96.61	100	100
20140812T162215	96.6	1800	1800	96.61	600	600
20140812T162216	96.6	2100	2100	96.61	100	100
20140812T162217	96.6	2500	2500	96.61	600	600
20140812T162218	96.6	2400	2400	96.61	700	700
20140812T162219	96.6	2400	2400	96.61	600	600
20140812T162221	96.6	2300	2300	96.61	800	800
20140812T162222	96.6	2500	2500	96.61	200	200
20140812T162224	96.6	2400	2400	96.61	200	200
20140812T162225	96.61	300	300	96.62	700	700
20140812T162226	96.61	600	600	96.62	600	600
20140812T162227	96.61	300	300	96.62	2000	2000
20140812T162229	96.61	100	100	96.62	2000	2000
20140812T162230	96.61	600	600	96.62	1700	1700
20140812T162233	96.61	900	900	96.62	1500	1500
20140812T162234	96.61	700	700	96.62	1600	1600
20140812T162236	96.6	700	700	96.61	1700	1700
20140812T162237	96.6	1000	1000	96.61	900	900
20140812T162238	96.6	1100	1100	96.61	1300	1300
20140812T162239	96.6	1300	1300	96.61	1200	1200
20140812T162240	96.6	500	500	96.61	1400	1400
20140812T162241	96.58	400	400	96.59	900	900
20140812T162242	96.58	300	300	96.59	1000	1000
20140812T162244	96.56	1600	1600	96.57	200	200
20140812T162245	96.56	1400	1400	96.57	600	600
20140812T162246	96.56	1500	1500	96.57	600	600
20140812T162247	96.56	1700	1700	96.57	200	200
20140812T162248	96.57	1200	1200	96.58	2100	2100
20140812T162249	96.57	3100	3100	96.58	2100	2100
20140812T162252	96.57	1200	1200	96.58	2400	2400
20140812T162253	96.57	1800	1800	96.58	2100	2100
20140812T162255	96.57	1700	1700	96.58	2100	2100
20140812T162257	96.57	1900	1900	96.58	2100	2100
20140812T162259	96.57	1800	1800	96.58	2100	2100
20140812T162302	96.57	1500	1500	96.58	2200	2200
20140812T162303	96.57	1700	1700	96.58	2200	2200
20140812T162304	96.58	3000	3000	96.59	1100	1100
20140812T162307	96.58	3200	3200	96.59	700	700
20140812T162309	96.58	3000	3000	96.59	700	700
20140812T162311	96.58	3000	3000	96.59	1400	1400
20140812T162312	96.6	1000	1000	96.61	1500	1500
20140812T162313	96.61	1600	1600	96.62	800	800
20140812T162315	96.61	1600	1600	96.62	1300	1300
20140812T162317	96.61	1500	1500	96.62	1200	1200
20140812T162318	96.61	1900	1900	96.62	1000	1000
20140812T162319	96.61	1000	1000	96.62	1300	1300
20140812T162320	96.61	1200	1200	96.62	1200	1200
20140812T162321	96.6	800	800	96.61	2000	2000
20140812T162322	96.6	1000	1000	96.61	1600	1600
20140812T162323	96.61	700	700	96.62	1100	1100
20140812T162325	96.61	1400	1400	96.62	200	200
20140812T162327	96.61	700	700	96.62	700	700
20140812T162328	96.61	700	700	96.62	800	800
20140812T162329	96.61	500	500	96.62	1600	1600
20140812T162331	96.61	900	900	96.62	1100	1100
20140812T162333	96.6	600	600	96.61	2100	2100
20140812T162338	96.6	900	900	96.61	2000	2000
20140812T162339	96.61	200	200	96.62	1200	1200
20140812T162340	96.6	300	300	96.61	1600	1600
20140812T162341	96.6	400	400	96.61	1600	1600
20140812T162342	96.6	700	700	96.61	1500	1500
20140812T162345	96.6	1200	1200	96.61	1500	1500
20140812T162346	96.6	2100	2100	96.61	700	700
20140812T162347	96.6	1300	1300	96.61	1600	1600
20140812T162348	96.6	1200	1200	96.61	1600	1600
20140812T162350	96.6	1200	1200	96.61	1700	1700
20140812T162351	96.6	1400	1400	96.61	1600	1600
20140812T162353	96.58	200	200	96.59	2200	2200
20140812T162354	96.58	600	600	96.59	2000	2000
20140812T162357	96.58	900	900	96.59	1900	1900
20140812T162358	96.58	900	900	96.59	1400	1400
20140812T162359	96.58	1000	1000	96.59	1300	1300
20140812T162400	96.58	1000	1000	96.59	1100	1100
20140812T162402	96.58	1500	1500	96.59	1200	1200
20140812T162402	96.59	1200	1200	96.6	1300	1300
20140812T162403	96.58	1400	1400	96.59	500	500
20140812T162404	96.59	1000	1000	96.6	900	900
20140812T162406	96.6	2200	2200	96.61	200	200
20140812T162407	96.62	2200	2200	96.63	600	600
20140812T162408	96.61	1100	1100	96.62	1000	1000
20140812T162408	96.62	100	100	96.63	1100	1100
20140812T162409	96.6	1100	1100	96.61	900	900
20140812T162409	96.6	1300	1300	96.61	100	100
20140812T162410	96.61	1800	1800	96.62	400	400
20140812T162412	96.61	1300	1300	96.62	400	400
20140812T162413	96.61	1900	1900	96.62	200	200
20140812T162415	96.61	1900	1900	96.62	300	300
20140812T162416	96.61	1900	1900	96.62	200	200
20140812T162417	96.62	2000	2000	96.63	500	500
20140812T162419	96.62	2400	2400	96.63	500	500
20140812T162420	96.62	2400	2400	96.63	300	300
20140812T162420	96.63	500	500	96.64	1800	1800
20140812T162421	96.63	900	900	96.64	200	200
20140812T162421	96.63	800	800	96.64	200	200
20140812T162422	96.62	400	400	96.63	1100	1100
20140812T162423	96.61	200	200	96.62	1600	1600
20140812T162424	96.61	300	300	96.62	1600	1600
20140812T162425	96.61	400	400	96.62	1500	1500
20140812T162426	96.62	2200	2200	96.63	300	300
20140812T162427	96.62	2200	2200	96.63	700	700
20140812T162428	96.62	1200	1200	96.63	1500	1500
20140812T162429	96.61	300	300	96.62	1500	1500
20140812T162430	96.61	1800	1800	96.62	400	400
20140812T162432	96.62	1700	1700	96.63	1800	1800
20140812T162433	96.61	800	800	96.62	1300	1300
20140812T162434	96.61	1600	1600	96.62	900	900
20140812T162435	96.61	2100	2100	96.62	800	800
20140812T162437	96.61	2000	2000	96.62	900	900
20140812T162438	96.61	2200	2200	96.62	800	800
20140812T162439	96.61	2200	2200	96.62	900	900
20140812T162440	96.62	1800	1800	96.63	1700	1700
20140812T162441	96.62	2200	2200	96.63	1700	1700
20140812T162443	96.62	2100	2100	96.63	1700	1700
20140812T162444	96.62	2200	2200	96.63	1700	1700
20140812T162446	96.62	1300	1300	96.63	1900	1900
20140812T162447	96.62	1800	1800	96.63	2300	2300
20140812T162448	96.62	2500	2500	96.63	1500	1500
20140812T162450	96.64	300	300	96.65	4100	4100
20140812T162451	96.64	300	300	96.65	4700	4700
20140812T162452	96.64	400	400	96.65	4100	4100
20140812T162453	96.64	100	100	96.65	5200	5200
20140812T162454	96.64	400	400	96.65	4400	4400
20140812T162455	96.64	1000	1000	96.65	4000	4000
20140812T162456	96.64	1000	1000	96.65	3800	3800
20140812T162458	96.64	200	200	96.65	3900	3900
20140812T162458	96.65	100	100	96.65	700	700
20140812T162458	96.65	800	800	96.66	7000	7000
20140812T162458	96.65	1500	1500	96.66	6600	6600
20140812T162458	96.65	1600	1600	96.66	6600	6600
20140812T162458	96.65	1700	1700	96.66	6600	6600
20140812T162459	96.65	1000	1000	96.66	6600	6600
20140812T162500	96.65	700	700	96.65	700	700
20140812T162500	96.64	1300	1300	96.65	1300	1300
20140812T162500	96.64	500	500	96.65	1100	1100
20140812T162500	96.64	500	500	96.65	1500	1500
20140812T162500	96.64	1200	1200	96.65	500	500
20140812T162500	96.64	1400	1400	96.65	500	500
20140812T162503	96.63	1400	1400	96.64	1100	1100
20140812T162504	96.63	1100	1100	96.64	1200	1200
20140812T162506	96.63	300	300	96.64	1600	1600
20140812T162507	96.61	500	500	96.62	1000	1000
20140812T162507	96.61	100	100	96.62	1100	1100
20140812T162508	96.61	1400	1400	96.62	200	200
20140812T162509	96.62	1900	1900	96.63	400	400
20140812T162510	96.62	1900	1900	96.63	200	200
20140812T162512	96.63	100	100	96.64	1500	1500
20140812T162513	96.63	400	400	96.64	1300	1300
20140812T162515	96.62	400	400	96.63	1800	1800
20140812T162516	96.62	600	600	96.63	1800	1800
20140812T162516	96.61	300	300	96.62	2600	2600
20140812T162517	96.61	800	800	96.62	1500	1500
20140812T162518	96.62	1200	1200	96.63	200	200
20140812T162520	96.62	2000	2000	96.63	200	200
20140812T162521	96.62	1700	1700	96.63	300	300
20140812T162522	96.62	1700	1700	96.63	200	200
20140812T162524	96.62	1100	1100	96.63	200	200
20140812T162525	96.6	2400	2400	96.61	200	200
20140812T162526	96.61	100	100	96.62	1700	1700
20140812T162527	96.61	1200	1200	96.62	100	100
20140812T162527	96.61	100	100	96.62	1000	1000
20140812T162529	96.62	600	600	96.63	200	200
20140812T162530	96.61	500	500	96.62	1200	1200
20140812T162531	96.61	600	600	96.62	1100	1100
20140812T162532	96.61	1000	1000	96.62	500	500
20140812T162533	96.61	700	700	96.62	1000	1000
20140812T162535	96.61	100	100	96.62	1300	1300
20140812T162536	96.6	2900	2900	96.61	900	900
20140812T162537	96.6	100	100	96.61	1300	1300
20140812T162539	96.57	700	700	96.58	1300	1300
20140812T162540	96.59	100	100	96.6	1300	1300
20140812T162541	96.58	800	800	96.59	900	900
20140812T162542	96.6	100	100	96.61	1200	1200
20140812T162543	96.62	1200	1200	96.63	100	100
20140812T162544	96.62	1200	1200	96.63	300	300
20140812T162544	96.62	1600	1600	96.63	100	100
20140812T162545	96.62	900	900	96.63	1100	1100
20140812T162546	96.62	1000	1000	96.63	1000	1000
20140812T162547	96.62	1600	1600	96.63	600	600
20140812T162548	96.63	1600	1600	96.64	500	500
20140812T162549	96.63	1100	1100	96.64	600	600
20140812T162550	96.62	1300	1300	96.63	1500	1500
20140812T162551	96.61	100	100	96.62	1400	1400
20140812T162552	96.61	400	400	96.62	900	900
20140812T162553	96.61	100	100	96.62	1200	1200
20140812T162555	96.61	400	400	96.62	1200	1200
20140812T162556	96.61	900	900	96.62	700	700
20140812T162557	96.61	1400	1400	96.62	100	100
20140812T162559	96.62	600	600	96.62	100	100
20140812T162600	96.62	600	600	96.63	1000	1000
20140812T162600	96.62	600	600	96.63	800	800
20140812T162601	96.62	1300	1300	96.63	300	300
20140812T162602	96.62	600	600	96.63	1300	1300
20140812T162603	96.62	300	300	96.63	1800	1800
20140812T162605	96.62	1600	1600	96.63	600	600
20140812T162606	96.63	1900	1900	96.64	700	700
20140812T162607	96.63	1900	1900	96.64	800	800
20140812T162608	96.63	100	100	96.64	1200	1200
20140812T162609	96.63	600	600	96.64	1200	1200
20140812T162610	96.63	500	500	96.64	1200	1200
20140812T162611	96.62	400	400	96.63	2300	2300
20140812T162613	96.59	100	100	96.6	1600	1600
20140812T162614	96.59	500	500	96.6	1400	1400
20140812T162615	96.59	600	600	96.6	1900	1900
20140812T162616	96.59	800	800	96.6	1500	1500
20140812T162618	96.59	900	900	96.6	1100	1100
20140812T162620	96.61	1100	1100	96.62	600	600
20140812T162620	96.61	600	600	96.62	700	700
20140812T162620	96.58	1100	1100	96.59	800	800
20140812T162620	96.59	200	200	96.6	700	700
20140812T162620	96.59	100	100	96.6	700	700
20140812T162621	96.58	700	700	96.59	500	500
20140812T162622	96.56	1900	1900	96.57	1000	1000
20140812T162624	96.58	600	600	96.59	1200	1200
20140812T162624	96.58	600	600	96.59	1000	1000
20140812T162625	96.57	200	200	96.58	1700	1700
20140812T162627	96.57	200	200	96.58	1800	1800
20140812T162629	96.57	300	300	96.58	1800	1800
20140812T162630	96.58	1000	1000	96.59	800	800
20140812T162632	96.58	1300	1300	96.59	700	700
20140812T162633	96.58	3600	3600	96.59	700	700
20140812T162634	96.58	3600	3600	96.59	800	800
20140812T162635	96.6	200	200	96.61	1800	1800
20140812T162637	96.6	300	300	96.61	1100	1100
20140812T162639	96.61	200	200	96.62	1400	1400
20140812T162640	96.58	700	700	96.59	500	500
20140812T162642	96.57	200	200	96.58	1700	1700
20140812T162643	96.57	200	200	96.58	1800	1800
20140812T162644	96.57	400	400	96.58	1600	1600
20140812T162646	96.56	1200	1200	96.57	1100	1100
20140812T162647	96.54	1200	1200	96.56	1200	1200
20140812T162648	96.55	1000	1000	96.56	100	100
20140812T162650	96.55	1100	1100	96.56	100	100
20140812T162651	96.56	700	700	96.57	1200	1200
20140812T162652	96.56	1100	1100	96.57	500	500
20140812T162654	96.56	1100	1100	96.57	1000	1000
20140812T162656	96.54	1000	1000	96.55	1200	1200
20140812T162657	96.55	800	800	96.56	1100	1100
20140812T162657	96.54	1600	1600	96.55	100	100
20140812T162658	96.54	400	400	96.55	1100	1100
20140812T162659	96.54	500	500	96.55	1000	1000
20140812T162701	96.54	700	700	96.55	1000	1000
20140812T162702	96.53	200	200	96.54	1300	1300
20140812T162703	96.52	2000	2000	96.53	200	200
20140812T162704	96.52	1400	1400	96.53	1100	1100
20140812T162704	96.52	100	100	96.53	1000	1000
20140812T162705	96.51	600	600	96.52	1500	1500
20140812T162706	96.51	500	500	96.52	1500	1500
20140812T162708	96.5	2000	2000	96.51	1100	1100
20140812T162709	96.5	1600	1600	96.51	1000	1000
20140812T162710	96.5	1600	1600	96.51	1200	1200
20140812T162712	96.5	1500	1500	96.51	1200	1200
20140812T162714	96.5	1800	1800	96.51	400	400
20140812T162715	96.5	1900	1900	96.51	300	300
20140812T162717	96.5	1900	1900	96.51	400	400
20140812T162718	96.51	2200	2200	96.52	1000	1000
20140812T162718	96.51	2800	2800	96.52	1000	1000
20140812T162719	96.51	2000	2000	96.52	1000	1000
20140812T162720	96.51	700	700	96.52	600	600
20140812T162721	96.51	900	900	96.52	400	400
20140812T162721	96.51	800	800	96.52	400	400
20140812T162722	96.51	1600	1600	96.52	300	300
20140812T162722	96.52	1100	1100	96.52	300	300
20140812T162722	96.53	700	700	96.54	1100	1100
20140812T162723	96.52	500	500	96.53	800	800
20140812T162726	96.51	300	300	96.52	1300	1300
20140812T162727	96.5	1700	1700	96.51	200	200
20140812T162728	96.52	900	900	96.53	300	300
20140812T162729	96.53	200	200	96.54	1100	1100
20140812T162729	96.53	200	200	96.54	1000	1000
20140812T162730	96.53	600	600	96.54	800	800
20140812T162731	96.53	600	600	96.54	600	600
20140812T162733	96.53	800	800	96.54	600	600
20140812T162734	96.53	700	700	96.54	900	900
20140812T162735	96.53	800	800	96.54	600	600
20140812T162736	96.53	1000	1000	96.54	600	600
20140812T162737	96.51	400	400	96.52	900	900
20140812T162739	96.51	1600	1600	96.52	100	100
20140812T162741	96.5	2200	2200	96.52	1100	1100
20140812T162742	96.5	2200	2200	96.52	1200	1200
20140812T162744	96.5	2400	2400	96.51	300	300
20140812T162745	96.5	2000	2000	96.51	600	600
20140812T162745	96.48	1400	1400	96.49	1500	1500
20140812T162745	96.48	1200	1200	96.49	1400	1400
20140812T162747	96.48	1600	1600	96.49	1500	1500
20140812T162748	96.5	500	500	96.51	1400	1400
20140812T162748	96.48	100	100	96.48	400	400
20140812T162750	96.48	200	200	96.49	1400	1400
20140812T162751	96.49	1200	1200	96.5	300	300
20140812T162752	96.5	800	800	96.51	1000	1000
20140812T162753	96.48	700	700	96.49	500	500
20140812T162754	96.48	300	300	96.49	700	700
20140812T162755	96.48	300	300	96.49	1000	1000
20140812T162756	96.5	300	300	96.51	600	600
20140812T162756	96.5	300	300	96.51	700	700
20140812T162756	96.5	1300	1300	96.51	1000	1000
20140812T162757	96.5	1000	1000	96.51	400	400
20140812T162758	96.5	900	900	96.51	1000	1000
20140812T162759	96.5	600	600	96.51	1000	1000
20140812T162801	96.52	1600	1600	96.53	700	700
20140812T162801	96.49	900	900	96.5	300	300
20140812T162801	96.49	1600	1600	96.5	100	100
20140812T162802	96.5	400	400	96.51	900	900
20140812T162804	96.49	1500	1500	96.5	900	900
20140812T162805	96.49	1500	1500	96.5	1000	1000
20140812T162808	96.48	100	100	96.49	1000	1000
20140812T162809	96.47	1000	1000	96.48	900	900
20140812T162811	96.48	800	800	96.49	900	900
20140812T162814	96.5	1600	1600	96.51	100	100
20140812T162817	96.5	1700	1700	96.51	100	100
20140812T162818	96.51	1400	1400	96.52	100	100
20140812T162819	96.52	1900	1900	96.53	400	400
20140812T162821	96.52	1300	1300	96.53	800	800
20140812T162822	96.52	1400	1400	96.53	1300	1300
20140812T162822	96.5	200	200	96.51	1100	1100
20140812T162823	96.5	400	400	96.51	1000	1000
20140812T162823	96.48	600	600	96.49	1000	1000
20140812T162823	96.48	500	500	96.49	1000	1000
20140812T162824	96.49	100	100	96.5	900	900
20140812T162825	96.48	400	400	96.49	500	500
20140812T162826	96.49	100	100	96.5	1500	1500
20140812T162827	96.49	300	300	96.5	1500	1500
20140812T162830	96.49	1100	1100	96.5	1700	1700
20140812T162831	96.49	1300	1300	96.5	1800	1800
20140812T162832	96.49	1700	1700	96.5	1000	1000
20140812T162835	96.49	1800	1800	96.5	1100	1100
20140812T162836	96.49	1300	1300	96.5	1200	1200
20140812T162838	96.49	800	800	96.5	1300	1300
20140812T162842	96.49	1300	1300	96.5	1200	1200
20140812T162842	96.5	1800	1800	96.52	1100	1100
20140812T162843	96.5	4300	4300	96.51	600	600
20140812T162844	96.5	4500	4500	96.51	300	300
20140812T162846	96.5	4900	4900	96.51	400	400
20140812T162847	96.52	500	500	96.53	1500	1500
20140812T162848	96.53	1700	1700	96.54	300	300
20140812T162849	96.53	1000	1000	96.54	600	600
20140812T162850	96.52	600	600	96.53	1100	1100
20140812T162851	96.52	500	500	96.53	1100	1100
20140812T162852	96.52	600	600	96.53	1100	1100
20140812T162853	96.52	1100	1100	96.53	200	200
20140812T162855	96.53	1000	1000	96.54	200	200
20140812T162857	96.52	200	200	96.53	1400	1400
20140812T162858	96.52	1600	1600	96.53	600	600
20140812T162900	96.51	1100	1100	96.52	500	500
20140812T162901	96.51	1000	1000	96.52	500	500
20140812T162902	96.52	100	100	96.53	1100	1100
20140812T162903	96.51	900	900	96.52	1100	1100
20140812T162904	96.51	1100	1100	96.52	1000	1000
20140812T162905	96.51	1200	1200	96.52	1000	1000
20140812T162907	96.51	1800	1800	96.52	800	800
20140812T162908	96.51	2600	2600	96.52	100	100
20140812T162910	96.51	400	400	96.52	1400	1400
20140812T162911	96.53	100	100	96.54	1300	1300
20140812T162912	96.54	300	300	96.55	800	800
20140812T162913	96.54	400	400	96.55	1000	1000
20140812T162915	96.54	600	600	96.55	1000	1000
20140812T162916	96.54	600	600	96.55	400	400
20140812T162917	96.54	700	700	96.55	400	400
20140812T162918	96.55	1400	1400	96.56	1000	1000
20140812T162918	96.55	1500	1500	96.56	100	100
20140812T162919	96.57	1400	1400	96.58	300	300
20140812T162920	96.56	400	400	96.57	1700	1700
20140812T162921	96.56	600	600	96.57	1000	1000
20140812T162922	96.56	500	500	96.57	1100	1100
20140812T162923	96.56	600	600	96.57	900	900
20140812T162925	96.56	600	600	96.57	800	800
20140812T162926	96.56	500	500	96.57	900	900
20140812T162929	96.56	400	400	96.57	1000	1000
20140812T162929	96.54	600	600	96.55	1000	1000
20140812T162930	96.54	100	100	96.55	500	500
20140812T162931	96.54	800	800	96.55	600	600
20140812T162933	96.54	1900	1900	96.55	200	200
20140812T162934	96.54	1300	1300	96.55	200	200
20140812T162936	96.54	1400	1400	96.55	200	200
20140812T162938	96.55	200	200	96.56	1000	1000
20140812T162940	96.55	700	700	96.56	400	400
