time	bid	bid_depth	bid_depth_total	offer	offer_depth	offer_depth_total
20140812T150304	567.4	100	100	567.98	100	100
20140812T150332	567.3	100	100	567.98	100	100
20140812T150909	567.4	100	100	568.3	300	300
20140812T150910	567.4	100	100	568.29	100	100
20140812T150940	567.	100	100	568.29	100	100
20140812T150946	567.	100	100	568.3	200	200
20140812T151141	567.05	200	200	568.3	200	200
20140812T151245	567.05	200	200	568.29	100	100
20140812T151251	567.05	200	200	568.3	200	200
20140812T151345	567.05	200	200	567.85	100	100
20140812T151347	567.05	200	200	567.8	100	100
20140812T151426	567.15	200	200	567.8	100	100
20140812T151441	567.	100	100	567.8	100	100
20140812T151445	567.	100	100	567.79	100	100
20140812T151456	567.	100	100	567.8	100	100
20140812T151809	567.	100	100	567.75	100	100
20140812T151848	567.	100	100	568.8	100	100
20140812T151849	567.	100	100	568.2	100	100
20140812T151852	567.	100	100	568.15	100	100
20140812T151855	567.	100	100	568.1	100	100
20140812T151856	567.	100	100	567.95	100	100
20140812T151901	567.	100	100	568.15	100	100
20140812T151912	567.	100	100	568.8	100	100
20140812T151916	567.	100	100	568.45	100	100
20140812T151919	567.	100	100	568.25	100	100
20140812T151922	567.	100	100	568.2	100	100
20140812T151927	567.	100	100	568.8	100	100
20140812T151940	567.	100	100	568.35	100	100
20140812T152024	565.55	100	100	567.8	100	100
20140812T152035	565.3	100	100	567.3	100	100
20140812T152109	565.3	100	100	567.25	100	100
20140812T152602	565.55	100	100	567.25	100	100
20140812T152801	563.8	100	100	565.56	100	100
20140812T152806	563.55	100	100	565.56	100	100
20140812T152909	563.6	100	100	565.56	100	100
20140812T152911	563.65	100	100	565.56	100	100
20140812T152914	563.7	100	100	565.56	100	100
20140812T152919	563.75	100	100	565.56	100	100
20140812T152920	563.8	100	100	565.56	100	100
20140812T152921	563.81	100	100	565.56	100	100
20140812T152934	563.55	100	100	565.56	100	100
20140812T152938	563.55	100	100	565.55	100	100
20140812T152939	563.6	100	100	565.55	100	100
20140812T152941	563.65	100	100	565.55	100	100
20140812T152945	564.3	100	100	565.55	100	100
20140812T152946	563.8	100	100	565.55	100	100
20140812T152952	563.8	200	200	565.56	200	200
20140812T152953	563.85	100	100	565.56	200	200
20140812T153000	563.85	100	100	566.75	100	100
20140812T153001	565.2	600	600	566.3	100	100
20140812T153002	565.21	500	500	566.3	200	200
20140812T153003	565.26	300	300	566.	100	100
20140812T153003	565.26	400	400	566.	400	400
20140812T153004	565.35	500	500	566.	400	400
20140812T153005	565.41	600	600	566.	400	400
20140812T153007	565.57	200	200	566.	300	300
20140812T153008	565.57	300	300	566.	300	300
20140812T153009	565.45	100	100	566.	300	300
20140812T153010	565.77	100	100	565.99	100	100
20140812T153012	565.64	100	100	565.99	100	100
20140812T153014	565.64	100	100	565.99	200	200
20140812T153015	565.73	100	100	565.83	300	300
20140812T153015	565.73	100	100	565.83	400	400
20140812T153017	565.73	200	200	565.83	400	400
20140812T153019	565.75	100	100	565.83	200	200
20140812T153020	565.56	400	400	565.8	100	100
20140812T153024	565.56	300	300	565.8	200	200
20140812T153027	564.88	200	200	565.69	200	200
20140812T153028	564.12	100	100	565.39	100	100
20140812T153029	563.9	100	100	564.25	300	300
20140812T153029	563.9	100	100	564.24	100	100
20140812T153031	563.9	100	100	564.24	200	200
20140812T153032	563.9	200	200	564.24	200	200
20140812T153033	563.82	100	100	564.2	100	100
20140812T153035	563.82	100	100	564.18	100	100
20140812T153041	563.82	100	100	564.17	100	100
20140812T153043	563.82	100	100	564.16	100	100
20140812T153044	563.82	200	200	564.15	100	100
20140812T153051	563.8	100	100	564.14	200	200
20140812T153053	563.8	100	100	564.14	300	300
20140812T153055	563.65	100	100	564.13	300	300
20140812T153056	563.65	100	100	564.12	200	200
20140812T153059	563.65	100	100	564.11	400	400
20140812T153102	563.59	100	100	564.08	200	200
20140812T153104	563.59	100	100	564.05	200	200
20140812T153105	563.59	100	100	564.04	100	100
20140812T153106	563.64	100	100	564.04	300	300
20140812T153109	563.66	100	100	564.04	300	300
20140812T153111	563.66	100	100	564.03	100	100
20140812T153113	563.65	1000	1000	564.02	100	100
20140812T153117	563.65	1000	1000	564.02	200	200
20140812T153120	563.71	100	100	564.02	300	300
20140812T153121	563.65	1000	1000	564.02	300	300
20140812T153132	563.8	200	200	564.02	300	300
20140812T153143	563.92	100	100	564.07	700	700
20140812T153144	563.8	200	200	564.07	600	600
20140812T153147	563.8	200	200	564.05	300	300
20140812T153148	563.81	100	100	564.05	700	700
20140812T153150	563.95	100	100	564.11	300	300
20140812T153151	563.91	100	100	564.18	400	400
20140812T153158	563.9	1000	1000	564.18	100	100
20140812T153200	563.9	700	700	564.18	300	300
20140812T153208	563.99	100	100	564.18	100	100
20140812T153211	563.99	100	100	564.23	400	400
20140812T153213	563.96	100	100	564.18	800	800
20140812T153215	563.96	100	100	564.17	100	100
20140812T153217	563.9	700	700	564.17	300	300
20140812T153223	563.9	800	800	564.17	300	300
20140812T153227	563.91	100	100	564.17	300	300
20140812T153229	563.9	800	800	564.17	300	300
20140812T153230	564.01	100	100	564.17	300	300
20140812T153235	563.98	100	100	564.17	300	300
20140812T153236	563.94	200	200	564.04	900	900
20140812T153238	563.94	200	200	564.17	100	100
20140812T153240	563.94	200	200	564.15	100	100
20140812T153244	563.95	100	100	564.2	300	300
20140812T153247	563.95	100	100	564.2	500	500
20140812T153250	563.99	100	100	564.09	100	100
20140812T153251	563.99	100	100	564.17	300	300
20140812T153253	563.98	100	100	564.16	100	100
20140812T153257	563.98	200	200	564.16	100	100
20140812T153302	563.98	100	100	564.09	100	100
20140812T153307	563.98	200	200	564.09	100	100
20140812T153308	563.98	100	100	564.09	100	100
20140812T153315	563.84	100	100	563.98	100	100
20140812T153318	563.84	200	200	564.05	300	300
20140812T153321	563.76	100	100	564.05	300	300
20140812T153323	563.79	100	100	564.05	300	300
20140812T153327	563.8	1000	1000	564.05	300	300
20140812T153328	563.8	1000	1000	564.04	400	400
20140812T153331	563.64	100	100	564.04	400	400
20140812T153332	563.61	700	700	564.02	300	300
20140812T153336	563.65	200	200	564.04	200	200
20140812T153338	563.65	200	200	564.04	400	400
20140812T153341	563.71	100	100	564.04	200	200
20140812T153344	563.75	100	100	564.04	200	200
20140812T153346	563.8	100	100	564.04	200	200
20140812T153347	563.78	100	100	564.05	200	200
20140812T153348	563.71	100	100	564.05	200	200
20140812T153349	563.7	100	100	564.05	300	300
20140812T153351	563.8	100	100	564.05	200	200
20140812T153356	563.66	100	100	564.07	700	700
20140812T153357	563.71	100	100	564.07	700	700
20140812T153359	563.7	100	100	564.06	100	100
20140812T153400	563.7	100	100	564.04	100	100
20140812T153402	563.8	100	100	564.07	700	700
20140812T153404	563.63	800	800	564.07	700	700
20140812T153413	563.63	800	800	564.06	300	300
20140812T153418	563.71	100	100	564.06	100	100
20140812T153422	563.71	100	100	564.06	1000	1000
20140812T153426	563.63	800	800	564.01	200	200
20140812T153427	563.63	800	800	563.99	100	100
20140812T153430	563.67	100	100	563.99	200	200
20140812T153431	563.66	200	200	563.99	200	200
20140812T153432	563.66	200	200	563.99	1000	1000
20140812T153435	563.69	100	100	563.99	1000	1000
20140812T153436	563.66	200	200	563.99	1000	1000
20140812T153437	563.66	200	200	563.97	100	100
20140812T153440	563.66	100	100	563.97	200	200
20140812T153443	563.66	100	100	563.95	100	100
20140812T153444	563.66	100	100	563.94	100	100
20140812T153446	563.7	100	100	563.94	100	100
20140812T153448	563.7	200	200	563.94	100	100
20140812T153452	563.7	300	300	563.94	100	100
20140812T153453	563.7	300	300	563.94	300	300
20140812T153456	563.71	400	400	563.94	300	300
20140812T153502	563.71	300	300	563.94	1000	1000
20140812T153503	563.71	200	200	563.94	1000	1000
20140812T153506	563.71	300	300	563.94	1000	1000
20140812T153510	563.71	100	100	563.94	1000	1000
20140812T153511	563.71	100	100	563.94	900	900
20140812T153512	563.7	100	100	563.92	200	200
20140812T153513	563.64	100	100	563.89	300	300
20140812T153514	563.63	600	600	563.89	300	300
20140812T153515	563.63	600	600	563.87	100	100
20140812T153516	563.53	200	200	563.84	100	100
20140812T153517	563.5	300	300	563.74	100	100
20140812T153518	563.25	200	200	563.64	100	100
20140812T153521	563.25	100	100	563.64	900	900
20140812T153525	563.07	100	100	563.56	100	100
20140812T153526	563.07	100	100	563.35	100	100
20140812T153528	563.08	100	100	563.35	100	100
20140812T153530	563.01	700	700	563.05	100	100
20140812T153530	563.04	400	400	563.34	100	100
20140812T153536	562.93	100	100	563.34	900	900
20140812T153537	562.85	200	200	563.32	200	200
20140812T153538	562.86	100	100	563.34	800	800
20140812T153540	562.86	100	100	563.33	200	200
20140812T153541	563.07	100	100	563.33	200	200
20140812T153543	563.15	100	100	563.33	100	100
20140812T153546	563.12	100	100	563.32	100	100
20140812T153547	562.88	100	100	563.32	100	100
20140812T153548	563.1	100	100	563.32	100	100
20140812T153553	562.88	100	100	563.32	200	200
20140812T153554	562.95	100	100	563.32	100	100
20140812T153555	563.05	100	100	563.32	100	100
20140812T153556	563.05	100	100	563.33	100	100
20140812T153557	563.11	100	100	563.37	700	700
20140812T153613	563.11	200	200	563.37	700	700
20140812T153613	563.11	200	200	563.37	300	300
20140812T153615	563.4	100	100	563.69	200	200
20140812T153618	563.53	100	100	563.91	100	100
20140812T153618	563.54	100	100	563.91	100	100
20140812T153622	563.55	100	100	563.89	100	100
20140812T153626	563.76	100	100	563.94	300	300
20140812T153627	563.76	100	100	564.06	100	100
20140812T153628	564.26	100	100	564.55	200	200
20140812T153629	564.32	100	100	564.54	100	100
20140812T153631	564.32	100	100	564.54	500	500
20140812T153633	564.25	600	600	564.44	500	500
20140812T153639	564.25	400	400	564.44	500	500
20140812T153645	563.95	100	100	564.44	500	500
20140812T153648	563.77	100	100	564.42	100	100
20140812T153649	563.77	100	100	564.36	100	100
20140812T153654	563.7	100	100	564.34	100	100
20140812T153657	563.71	100	100	564.34	100	100
20140812T153659	563.7	200	200	564.34	100	100
20140812T153700	563.7	200	200	564.25	500	500
20140812T153702	563.7	300	300	564.25	500	500
20140812T153711	563.72	200	200	564.25	500	500
20140812T153712	563.77	100	100	564.25	500	500
20140812T153717	563.77	200	200	564.25	500	500
20140812T153718	563.85	100	100	564.25	500	500
20140812T153722	563.89	100	100	564.23	100	100
20140812T153723	563.95	100	100	564.23	100	100
20140812T153725	564.	100	100	564.23	200	200
20140812T153731	563.85	100	100	564.23	200	200
20140812T153733	563.86	100	100	564.23	300	300
20140812T153735	563.86	100	100	564.23	400	400
20140812T153739	564.01	100	100	564.23	400	400
20140812T153740	563.8	100	100	564.	100	100
20140812T153741	563.77	100	100	564.	100	100
20140812T153742	563.61	200	200	564.	100	100
20140812T153744	563.61	200	200	564.01	100	100
20140812T153747	563.63	100	100	564.01	100	100
20140812T153748	563.63	100	100	563.99	300	300
20140812T153752	563.43	100	100	563.99	300	300
20140812T153753	563.17	200	200	563.54	200	200
20140812T153807	563.2	100	100	563.54	200	200
20140812T153808	563.22	100	100	563.59	800	800
20140812T153814	563.19	100	100	563.59	800	800
20140812T153815	563.19	100	100	563.59	300	300
20140812T153819	563.4	100	100	563.59	300	300
20140812T153834	563.41	200	200	563.59	300	300
20140812T153840	563.51	100	100	563.75	100	100
20140812T153841	563.59	100	100	563.75	100	100
20140812T153846	563.59	100	100	563.8	300	300
20140812T153848	563.51	200	200	563.8	300	300
20140812T153850	563.5	200	200	563.79	100	100
20140812T153854	563.58	100	100	563.79	100	100
20140812T153858	563.59	100	100	563.79	100	100
20140812T153859	563.73	100	100	563.99	300	300
20140812T153901	563.76	200	200	563.99	300	300
20140812T153902	563.76	200	200	563.99	200	200
20140812T153905	563.93	100	100	564.11	100	100
20140812T153908	563.93	200	200	564.25	500	500
20140812T153910	563.93	300	300	564.25	500	500
20140812T153913	563.93	300	300	564.3	200	200
20140812T153918	563.95	300	300	564.3	300	300
20140812T153919	563.97	200	200	564.3	300	300
20140812T153921	563.98	300	300	564.3	300	300
20140812T153923	563.99	200	200	564.3	300	300
20140812T153925	564.07	200	200	564.3	200	200
20140812T153933	564.07	300	300	564.3	200	200
20140812T153935	564.08	200	200	564.3	200	200
20140812T153937	564.09	100	100	564.3	200	200
20140812T153940	564.09	100	100	564.26	100	100
20140812T153940	564.09	100	100	564.3	200	200
20140812T153941	563.66	200	200	564.15	100	100
20140812T153944	563.67	100	100	564.14	100	100
20140812T153948	563.66	200	200	564.1	100	100
20140812T153958	563.66	200	200	564.1	200	200
20140812T154001	563.67	200	200	564.	500	500
20140812T154001	563.68	100	100	564.	300	300
20140812T154001	563.75	100	100	564.14	100	100
20140812T154002	563.8	100	100	564.14	100	100
20140812T154004	563.9	100	100	564.14	100	100
20140812T154008	563.93	100	100	564.25	100	100
20140812T154009	563.99	100	100	564.44	500	500
20140812T154010	563.99	200	200	564.44	500	500
20140812T154011	564.01	100	100	564.44	500	500
20140812T154012	564.01	200	200	564.44	500	500
20140812T154014	564.06	100	100	564.37	100	100
20140812T154015	564.01	100	100	564.34	100	100
20140812T154017	564.01	100	100	564.44	500	500
20140812T154022	564.01	200	200	564.44	500	500
20140812T154025	564.03	100	100	564.44	500	500
20140812T154026	564.23	100	100	564.44	500	500
20140812T154028	564.23	300	300	564.44	500	500
20140812T154029	564.23	300	300	564.4	500	500
20140812T154031	564.23	300	300	564.45	500	500
20140812T154040	564.28	100	100	564.45	300	300
20140812T154041	564.35	100	100	564.45	300	300
20140812T154042	564.23	200	200	564.45	300	300
20140812T154048	564.18	100	100	564.44	100	100
20140812T154050	564.18	200	200	564.45	400	400
20140812T154053	564.2	100	100	564.45	400	400
20140812T154055	564.2	300	300	564.58	100	100
20140812T154056	564.45	900	900	564.79	100	100
20140812T154059	564.45	1000	1000	564.79	100	100
20140812T154106	564.45	900	900	564.79	100	100
20140812T154109	564.45	900	900	564.84	100	100
20140812T154111	564.45	900	900	564.83	100	100
20140812T154116	564.45	500	500	564.81	100	100
20140812T154119	564.5	200	200	564.83	100	100
20140812T154121	564.54	400	400	564.83	100	100
20140812T154126	564.7	400	400	564.84	100	100
20140812T154129	564.7	300	300	564.86	200	200
20140812T154138	564.7	300	300	565.	100	100
20140812T154139	564.7	300	300	565.01	300	300
20140812T154140	564.7	300	300	565.01	200	200
20140812T154142	564.86	100	100	565.01	200	200
20140812T154144	564.86	100	100	565.01	100	100
20140812T154147	564.86	200	200	565.07	100	100
20140812T154152	564.86	300	300	565.12	100	100
20140812T154157	564.87	100	100	565.12	100	100
20140812T154158	564.87	100	100	565.12	200	200
20140812T154203	564.89	100	100	565.12	100	100
20140812T154204	564.91	100	100	565.12	100	100
20140812T154206	564.93	100	100	565.12	100	100
20140812T154207	564.93	100	100	565.17	200	200
20140812T154210	564.93	400	400	565.17	200	200
20140812T154214	564.93	300	300	565.17	300	300
20140812T154215	565.	300	300	565.37	200	200
20140812T154219	565.	500	500	565.37	200	200
20140812T154220	565.01	200	200	565.37	100	100
20140812T154222	565.04	200	200	565.37	100	100
20140812T154225	565.04	300	300	565.37	100	100
20140812T154228	565.09	200	200	565.33	100	100
20140812T154230	565.11	200	200	565.33	100	100
20140812T154231	565.15	200	200	565.33	100	100
20140812T154232	565.21	300	300	565.33	100	100
20140812T154232	565.15	300	300	565.3	200	200
20140812T154232	565.15	300	300	565.25	100	100
20140812T154233	564.78	200	200	565.03	100	100
20140812T154236	564.78	300	300	565.03	100	100
20140812T154251	564.8	100	100	565.03	100	100
20140812T154256	564.6	100	100	565.02	100	100
20140812T154300	564.6	200	200	565.	100	100
20140812T154304	564.6	200	200	564.98	100	100
20140812T154312	564.61	100	100	564.98	100	100
20140812T154316	564.61	100	100	564.94	200	200
20140812T154319	564.41	300	300	564.86	100	100
20140812T154322	564.42	100	100	564.83	200	200
20140812T154328	564.42	100	100	564.82	200	200
20140812T154329	564.42	100	100	564.8	100	100
20140812T154330	564.42	100	100	564.81	200	200
20140812T154333	564.42	100	100	564.8	100	100
20140812T154334	564.43	100	100	564.8	700	700
20140812T154335	564.45	100	100	564.8	500	500
20140812T154337	564.45	100	100	564.8	600	600
20140812T154337	564.45	100	100	564.85	300	300
20140812T154337	564.46	100	100	564.85	300	300
20140812T154337	564.46	200	200	564.86	100	100
20140812T154337	564.56	200	200	564.85	200	200
20140812T154338	564.91	200	200	565.09	100	100
20140812T154339	565.	100	100	565.33	100	100
20140812T154340	564.99	200	200	565.33	100	100
20140812T154341	564.99	300	300	565.33	100	100
20140812T154344	565.	100	100	565.33	100	100
20140812T154353	565.	100	100	565.32	100	100
20140812T154408	565.	100	100	565.24	100	100
20140812T154409	565.01	100	100	565.24	100	100
20140812T154419	565.01	100	100	565.2	100	100
20140812T154420	564.45	200	200	565.	100	100
20140812T154431	564.45	200	200	564.98	100	100
20140812T154432	564.5	200	200	564.98	100	100
20140812T154439	564.5	200	200	564.95	100	100
20140812T154442	564.4	200	200	564.95	100	100
20140812T154444	564.5	100	100	564.95	100	100
20140812T154446	564.5	100	100	564.94	100	100
20140812T154451	564.51	200	200	564.93	100	100
20140812T154452	564.66	100	100	564.93	100	100
20140812T154457	564.65	200	200	564.93	100	100
20140812T154501	564.75	200	200	564.92	100	100
20140812T154503	564.61	100	100	564.96	200	200
20140812T154506	564.61	100	100	564.85	100	100
20140812T154510	564.7	100	100	564.9	300	300
20140812T154515	564.53	100	100	564.9	300	300
20140812T154517	564.2	100	100	564.84	100	100
20140812T154518	564.2	200	200	564.85	100	100
20140812T154519	564.23	100	100	564.85	100	100
20140812T154526	564.45	300	300	564.85	100	100
20140812T154528	564.23	100	100	564.84	100	100
20140812T154531	564.2	100	100	564.84	100	100
20140812T154534	564.2	100	100	564.83	100	100
20140812T154535	564.2	100	100	564.81	100	100
20140812T154536	564.2	100	100	564.84	100	100
20140812T154538	564.2	200	200	564.84	100	100
20140812T154539	564.25	200	200	564.84	100	100
20140812T154541	564.26	100	100	564.85	1200	1200
20140812T154542	564.25	200	200	564.85	1200	1200
20140812T154543	564.25	200	200	564.84	100	100
20140812T154544	564.27	100	100	564.85	1100	1100
20140812T154545	564.26	100	100	564.85	1200	1200
20140812T154546	564.28	100	100	564.85	1200	1200
20140812T154547	564.27	100	100	564.85	1200	1200
20140812T154548	564.26	100	100	564.64	200	200
20140812T154553	564.3	100	100	564.64	200	200
20140812T154601	564.22	100	100	564.64	200	200
20140812T154613	564.29	500	500	564.64	200	200
20140812T154618	564.25	500	500	564.64	200	200
20140812T154627	564.29	100	100	564.64	200	200
20140812T154649	564.29	100	100	564.57	200	200
20140812T154658	564.29	100	100	564.56	100	100
20140812T154700	564.35	100	100	564.56	100	100
20140812T154707	564.29	100	100	564.56	100	100
20140812T154709	564.29	100	100	564.56	200	200
20140812T154710	564.15	200	200	564.55	200	200
20140812T154712	564.15	200	200	564.55	100	100
20140812T154717	564.15	200	200	564.52	100	100
20140812T154720	564.15	200	200	564.52	200	200
20140812T154725	564.15	200	200	564.5	200	200
20140812T154727	564.15	200	200	564.46	600	600
20140812T154730	564.25	100	100	564.45	100	100
20140812T154730	564.25	100	100	564.5	100	100
20140812T154731	564.28	100	100	564.75	200	200
20140812T154733	564.3	100	100	564.75	200	200
20140812T154738	564.35	200	200	564.75	200	200
20140812T154750	564.35	300	300	564.75	200	200
20140812T154753	564.39	100	100	564.75	200	200
20140812T154755	564.37	100	100	564.8	200	200
20140812T154803	564.39	100	100	564.8	200	200
20140812T154808	564.39	200	200	564.8	200	200
20140812T154812	564.39	100	100	564.8	200	200
20140812T154813	564.39	200	200	564.8	200	200
20140812T154817	564.44	300	300	564.8	200	200
20140812T154825	564.46	100	100	564.8	200	200
20140812T154828	564.51	100	100	564.8	100	100
20140812T154835	564.51	200	200	564.8	100	100
20140812T154842	564.51	100	100	564.8	100	100
20140812T154903	564.51	100	100	564.79	100	100
20140812T154904	564.51	200	200	564.79	100	100
20140812T154908	564.51	100	100	564.79	100	100
20140812T154917	564.35	100	100	564.67	100	100
20140812T154918	564.35	100	100	564.67	200	200
20140812T154923	564.2	100	100	564.67	300	300
20140812T154925	564.2	100	100	564.66	100	100
20140812T154929	564.2	200	200	564.66	100	100
20140812T154934	564.28	100	100	564.66	200	200
20140812T154942	564.31	100	100	564.66	200	200
20140812T154943	564.31	100	100	564.66	100	100
20140812T154946	564.31	100	100	564.66	200	200
20140812T154950	564.31	200	200	564.66	200	200
20140812T154957	564.25	300	300	564.66	200	200
20140812T155001	564.31	100	100	564.66	300	300
20140812T155005	564.25	300	300	564.66	300	300
20140812T155006	564.32	200	200	564.66	300	300
20140812T155008	564.33	200	200	564.5	100	100
20140812T155009	564.36	200	200	564.5	100	100
20140812T155010	564.36	300	300	564.5	100	100
20140812T155013	564.37	200	200	564.5	100	100
20140812T155014	564.38	200	200	564.55	900	900
20140812T155017	564.38	200	200	564.55	600	600
20140812T155019	564.38	100	100	564.55	600	600
20140812T155020	564.18	100	100	564.55	600	600
20140812T155021	564.02	100	100	564.47	200	200
20140812T155022	564.08	100	100	564.46	100	100
20140812T155026	564.08	100	100	564.45	100	100
20140812T155028	564.08	100	100	564.45	700	700
20140812T155031	564.08	100	100	564.45	600	600
20140812T155038	564.09	100	100	564.45	500	500
20140812T155040	564.09	200	200	564.45	500	500
20140812T155044	564.09	200	200	564.45	600	600
20140812T155048	564.09	300	300	564.45	600	600
20140812T155057	564.11	100	100	564.45	200	200
20140812T155059	564.11	400	400	564.45	200	200
20140812T155102	564.15	400	400	564.45	200	200
20140812T155105	564.2	400	400	564.45	200	200
20140812T155112	564.22	400	400	564.45	200	200
20140812T155125	564.09	100	100	564.45	200	200
20140812T155128	564.1	200	200	564.45	200	200
20140812T155133	564.	500	500	564.37	100	100
20140812T155134	564.	500	500	564.37	200	200
20140812T155138	564.	500	500	564.37	1400	1400
20140812T155140	564.	200	200	564.36	100	100
20140812T155142	563.76	100	100	564.26	100	100
20140812T155145	563.9	400	400	564.26	100	100
20140812T155146	564.01	100	100	564.26	100	100
20140812T155150	564.01	100	100	564.25	100	100
20140812T155151	563.9	100	100	564.25	100	100
20140812T155152	564.01	100	100	564.25	100	100
20140812T155154	564.01	100	100	564.25	1300	1300
20140812T155157	564.	100	100	564.25	1400	1400
20140812T155158	563.92	200	200	564.25	1400	1400
20140812T155200	564.08	500	500	564.25	1400	1400
20140812T155201	563.95	500	500	564.25	1400	1400
20140812T155203	563.94	100	100	564.25	1400	1400
20140812T155204	563.94	100	100	564.25	1300	1300
20140812T155209	563.95	100	100	564.2	300	300
20140812T155210	563.94	100	100	564.25	1200	1200
20140812T155212	563.95	100	100	564.25	1200	1200
20140812T155214	564.01	200	200	564.25	1200	1200
20140812T155215	564.01	100	100	564.25	1200	1200
20140812T155218	564.02	100	100	564.25	1200	1200
20140812T155222	564.01	200	200	564.25	1200	1200
20140812T155223	564.03	100	100	564.3	700	700
20140812T155226	563.94	100	100	564.3	700	700
20140812T155229	564.01	200	200	564.3	700	700
20140812T155233	564.31	200	200	564.46	100	100
20140812T155235	564.31	300	300	564.46	100	100
20140812T155237	564.31	200	200	564.51	400	400
20140812T155239	564.4	200	200	564.51	400	400
