time	bid	bid_depth	bid_depth_total	offer	offer_depth	offer_depth_total
20140813T153927	565.76	200	200	565.93	400	400
20140813T153928	565.76	100	100	565.93	300	300
20140813T153933	565.76	100	100	565.94	100	100
20140813T153934	565.76	100	100	565.97	100	100
20140813T153935	565.77	100	100	565.98	200	200
20140813T153942	566.1	200	200	566.51	100	100
20140813T153946	566.1	100	100	566.5	200	200
20140813T153949	566.11	100	100	566.5	200	200
20140813T153951	566.1	100	100	566.5	100	100
20140813T153953	566.11	100	100	566.5	200	200
20140813T153954	566.1	100	100	566.5	200	200
20140813T154001	566.35	500	500	566.5	100	100
20140813T154002	566.35	600	600	566.53	100	100
20140813T154004	566.45	100	100	566.65	100	100
20140813T154008	566.45	300	300	566.68	100	100
20140813T154010	566.46	400	400	566.68	100	100
20140813T154012	566.49	300	300	566.7	100	100
20140813T154015	566.15	700	700	566.69	200	200
20140813T154017	566.15	600	600	566.69	200	200
20140813T154020	566.21	300	300	566.64	100	100
20140813T154025	566.29	100	100	566.64	200	200
20140813T154027	566.16	100	100	566.64	100	100
20140813T154028	566.29	400	400	566.64	100	100
20140813T154030	566.3	600	600	566.67	100	100
20140813T154033	566.35	500	500	566.67	100	100
20140813T154034	566.37	400	400	566.67	100	100
20140813T154037	566.3	100	100	566.58	100	100
20140813T154038	566.3	100	100	566.55	100	100
20140813T154040	566.3	100	100	566.59	100	100
20140813T154041	566.16	100	100	566.6	100	100
20140813T154042	566.2	400	400	566.58	100	100
20140813T154044	566.22	200	200	566.58	200	200
20140813T154045	566.22	400	400	566.56	100	100
20140813T154046	566.24	300	300	566.56	100	100
20140813T154048	566.05	400	400	566.58	200	200
20140813T154049	566.07	400	400	566.58	200	200
20140813T154050	566.07	200	200	566.58	200	200
20140813T154052	566.07	300	300	566.58	200	200
20140813T154053	566.11	200	200	566.53	200	200
20140813T154054	566.11	100	100	566.51	100	100
20140813T154100	566.18	300	300	566.51	100	100
20140813T154106	566.2	300	300	566.51	100	100
20140813T154111	566.06	300	300	566.46	100	100
20140813T154113	566.07	200	200	566.45	100	100
20140813T154114	566.07	200	200	566.45	200	200
20140813T154116	566.08	200	200	566.45	200	200
20140813T154118	566.08	300	300	566.43	100	100
20140813T154121	566.08	200	200	566.4	100	100
20140813T154131	566.1	100	100	566.63	400	400
20140813T154134	566.18	100	100	566.63	400	400
20140813T154135	566.35	100	100	566.68	100	100
20140813T154135	566.37	100	100	566.78	100	100
20140813T154136	566.39	200	200	566.85	200	200
20140813T154138	566.41	100	100	566.85	200	200
20140813T154139	566.42	100	100	566.85	100	100
20140813T154140	566.46	100	100	566.85	100	100
20140813T154141	566.47	100	100	566.85	100	100
20140813T154142	566.48	200	200	566.85	100	100
20140813T154146	566.48	100	100	566.84	100	100
20140813T154149	566.48	300	300	566.84	100	100
20140813T154153	566.48	400	400	566.84	100	100
20140813T154154	566.52	200	200	566.84	100	100
20140813T154156	566.53	300	300	566.9	300	300
20140813T154157	566.64	100	100	566.91	100	100
20140813T154158	566.65	100	100	566.91	100	100
20140813T154200	566.7	100	100	566.99	200	200
20140813T154203	566.73	100	100	566.99	100	100
20140813T154205	566.75	100	100	566.99	100	100
20140813T154207	566.75	100	100	567.04	100	100
20140813T154207	566.75	100	100	567.06	200	200
20140813T154214	566.77	100	100	567.06	200	200
20140813T154216	566.77	100	100	567.	500	500
20140813T154217	566.77	100	100	566.95	100	100
20140813T154218	566.76	800	800	566.95	100	100
20140813T154220	566.57	100	100	566.92	100	100
20140813T154221	566.47	100	100	566.8	200	200
20140813T154222	566.47	100	100	566.8	100	100
20140813T154226	566.47	100	100	566.87	100	100
20140813T154228	566.47	100	100	566.88	100	100
20140813T154231	566.47	100	100	566.84	100	100
20140813T154233	566.47	100	100	566.88	200	200
20140813T154235	566.47	100	100	566.89	300	300
20140813T154236	566.63	100	100	566.89	200	200
20140813T154241	566.63	100	100	566.87	100	100
20140813T154243	566.63	100	100	566.85	100	100
20140813T154244	566.63	100	100	566.88	100	100
20140813T154250	566.63	100	100	566.87	200	200
20140813T154254	566.6	100	100	566.87	200	200
20140813T154255	566.62	100	100	566.87	200	200
20140813T154321	566.64	100	100	566.89	200	200
20140813T154324	566.64	100	100	566.88	200	200
20140813T154332	566.65	100	100	566.88	200	200
20140813T154333	566.65	100	100	566.88	100	100
20140813T154338	566.65	100	100	566.86	1000	1000
20140813T154340	566.66	300	300	566.9	100	100
20140813T154341	566.66	300	300	566.96	100	100
20140813T154342	566.67	700	700	566.96	100	100
20140813T154343	566.76	100	100	567.	100	100
20140813T154344	567.	500	500	567.14	400	400
20140813T154345	567.01	500	500	567.13	200	200
20140813T154346	566.99	100	100	567.13	200	200
20140813T154350	567.01	100	100	567.13	200	200
20140813T154352	566.82	100	100	567.07	100	100
20140813T154353	566.82	100	100	567.05	100	100
20140813T154355	566.8	100	100	567.05	100	100
20140813T154356	566.8	100	100	567.07	100	100
20140813T154359	566.83	100	100	567.05	100	100
20140813T154400	566.85	100	100	567.08	100	100
20140813T154401	566.86	100	100	567.05	100	100
20140813T154403	566.83	100	100	567.04	100	100
20140813T154410	566.82	100	100	567.04	100	100
20140813T154413	566.81	100	100	567.03	100	100
20140813T154414	566.81	100	100	567.06	100	100
20140813T154418	566.83	100	100	567.05	100	100
20140813T154420	566.81	100	100	567.01	100	100
20140813T154421	566.81	100	100	567.02	100	100
20140813T154427	566.81	100	100	566.96	100	100
20140813T154429	566.67	200	200	566.97	100	100
20140813T154434	566.67	100	100	566.91	100	100
20140813T154435	566.67	100	100	567.02	100	100
20140813T154441	566.68	100	100	567.02	100	100
20140813T154444	566.68	100	100	567.02	200	200
20140813T154448	566.72	100	100	567.02	200	200
20140813T154449	566.74	100	100	567.02	200	200
20140813T154456	566.75	100	100	567.02	200	200
20140813T154500	566.76	100	100	567.02	200	200
