time	bid	bid_depth	bid_depth_total	offer	offer_depth	offer_depth_total
20140813T123207	96.2	200	200	96.21	100	100
20140813T123213	96.17	100	100	96.21	100	100
20140813T123247	96.2	200	200	96.21	100	100
20140813T123326	96.21	100	100	96.21	100	100
20140813T123337	96.17	100	100	96.21	100	100
20140813T123419	96.17	100	100	96.22	500	500
20140813T123432	96.17	200	200	96.22	500	500
20140813T123433	96.17	200	200	96.22	400	400
20140813T123437	96.17	200	200	96.22	300	300
20140813T123441	96.2	100	100	96.22	300	300
20140813T123447	96.22	500	500	96.24	900	900
20140813T123453	96.2	100	100	96.24	900	900
20140813T123542	96.21	100	100	96.24	900	900
20140813T123543	96.17	100	100	96.2	500	500
20140813T123547	96.22	500	500	96.24	900	900
20140813T123550	96.2	100	100	96.24	900	900
20140813T123818	96.2	100	100	96.24	800	800
20140813T124021	96.23	100	100	96.24	800	800
20140813T124059	96.2	100	100	96.24	800	800
20140813T124100	96.2	100	100	96.23	500	500
20140813T124102	96.2	100	100	96.23	400	400
20140813T124205	96.2	100	100	96.23	300	300
20140813T124220	96.2	200	200	96.23	300	300
20140813T124231	96.21	1000	1000	96.23	300	300
20140813T124236	96.23	700	700	96.24	400	400
20140813T124242	96.23	700	700	96.25	500	500
20140813T124323	96.23	700	700	96.28	400	400
20140813T124342	96.23	700	700	96.27	500	500
20140813T124457	96.23	700	700	96.28	400	400
20140813T124503	96.24	100	100	96.28	400	400
20140813T124723	96.25	100	100	96.28	400	400
20140813T125018	96.25	500	500	96.28	400	400
20140813T125022	96.25	500	500	96.3	100	100
20140813T125024	96.25	500	500	96.34	200	200
20140813T125031	96.25	600	600	96.34	200	200
20140813T125044	96.25	600	600	96.34	300	300
20140813T125050	96.25	600	600	96.34	100	100
20140813T125055	96.25	600	600	96.32	300	300
20140813T125118	96.25	600	600	96.32	400	400
20140813T125131	96.25	600	600	96.32	800	800
20140813T125155	96.25	600	600	96.3	100	100
20140813T125159	96.25	600	600	96.3	200	200
20140813T125215	96.26	100	100	96.3	200	200
20140813T125229	96.26	200	200	96.3	200	200
20140813T125245	96.26	100	100	96.3	200	200
20140813T125248	96.26	100	100	96.3	700	700
20140813T125257	96.25	600	600	96.3	700	700
20140813T125303	96.26	100	100	96.3	700	700
20140813T125327	96.26	100	100	96.3	900	900
20140813T125328	96.26	100	100	96.3	800	800
20140813T125332	96.25	600	600	96.3	800	800
20140813T125345	96.26	100	100	96.3	800	800
20140813T125349	96.25	600	600	96.3	800	800
20140813T125351	96.25	600	600	96.3	700	700
20140813T125500	96.25	600	600	96.3	200	200
20140813T125518	96.26	100	100	96.3	200	200
20140813T125551	96.25	500	500	96.3	200	200
20140813T125557	96.26	100	100	96.3	200	200
20140813T125656	96.26	100	100	96.3	600	600
20140813T125717	96.26	100	100	96.3	700	700
20140813T125728	96.27	100	100	96.3	700	700
20140813T125737	96.26	100	100	96.3	700	700
20140813T125751	96.26	100	100	96.3	600	600
20140813T125802	96.26	100	100	96.29	400	400
20140813T125850	96.26	100	100	96.29	500	500
20140813T125923	96.26	100	100	96.29	400	400
20140813T125938	96.25	200	200	96.29	400	400
20140813T125944	96.26	100	100	96.29	400	400
20140813T125957	96.26	100	100	96.33	400	400
20140813T130017	96.26	100	100	96.32	200	200
20140813T130202	96.26	100	100	96.3	200	200
20140813T130203	96.25	200	200	96.3	200	200
20140813T130214	96.25	200	200	96.3	700	700
20140813T130216	96.25	200	200	96.29	300	300
20140813T130235	96.25	200	200	96.3	700	700
20140813T130252	96.25	200	200	96.29	1200	1200
20140813T130320	96.25	200	200	96.28	300	300
20140813T130412	96.24	100	100	96.28	300	300
20140813T130416	96.25	600	600	96.28	300	300
20140813T130424	96.25	500	500	96.28	300	300
20140813T130426	96.25	400	400	96.28	300	300
20140813T130436	96.25	400	400	96.28	400	400
20140813T130437	96.25	400	400	96.27	500	500
20140813T130441	96.24	100	100	96.27	500	500
20140813T130443	96.24	100	100	96.27	600	600
20140813T130445	96.24	100	100	96.27	500	500
20140813T130514	96.24	100	100	96.26	100	100
20140813T130519	96.21	1000	1000	96.24	200	200
20140813T130522	96.21	1000	1000	96.26	100	100
20140813T130523	96.22	100	100	96.26	100	100
20140813T130530	96.22	100	100	96.26	200	200
20140813T130613	96.22	100	100	96.25	500	500
20140813T130630	96.22	100	100	96.22	100	100
20140813T130632	96.21	100	100	96.22	400	400
20140813T130633	96.21	100	100	96.22	100	100
20140813T130645	96.21	100	100	96.25	500	500
20140813T130753	96.22	300	300	96.25	500	500
20140813T130813	96.22	300	300	96.26	200	200
20140813T130817	96.22	300	300	96.26	700	700
20140813T130819	96.22	300	300	96.26	600	600
20140813T130823	96.22	300	300	96.26	700	700
20140813T130915	96.24	100	100	96.26	700	700
20140813T130919	96.25	100	100	96.26	600	600
20140813T130923	96.24	100	100	96.26	600	600
20140813T130924	96.24	100	100	96.26	700	700
20140813T130925	96.24	100	100	96.26	600	600
20140813T130927	96.24	100	100	96.26	700	700
20140813T130929	96.24	100	100	96.26	800	800
20140813T130931	96.22	300	300	96.26	800	800
20140813T131127	96.25	100	100	96.26	700	700
20140813T131141	96.25	100	100	96.26	200	200
20140813T131246	96.22	100	100	96.26	100	100
20140813T131258	96.22	100	100	96.25	400	400
20140813T131325	96.22	100	100	96.25	900	900
20140813T131340	96.22	100	100	96.25	500	500
20140813T131434	96.22	400	400	96.25	500	500
20140813T131443	96.22	400	400	96.26	200	200
20140813T131451	96.3	100	100	96.33	300	300
20140813T131454	96.3	200	200	96.33	300	300
20140813T131506	96.3	100	100	96.33	300	300
20140813T131507	96.3	200	200	96.33	300	300
20140813T131510	96.3	100	100	96.33	300	300
20140813T131514	96.3	200	200	96.33	300	300
20140813T131518	96.3	200	200	96.33	600	600
20140813T131525	96.3	200	200	96.35	500	500
20140813T131529	96.3	100	100	96.35	500	500
20140813T131537	96.3	100	100	96.34	100	100
20140813T131539	96.22	300	300	96.35	500	500
20140813T131544	96.3	100	100	96.34	100	100
20140813T131631	96.3	300	300	96.34	100	100
20140813T131708	96.3	200	200	96.34	100	100
20140813T131717	96.3	200	200	96.34	400	400
20140813T131816	96.3	200	200	96.33	100	100
20140813T131819	96.3	200	200	96.33	600	600
20140813T131828	96.25	100	100	96.33	600	600
20140813T131835	96.25	100	100	96.33	100	100
20140813T131836	96.35	200	200	96.37	200	200
20140813T131843	96.3	300	300	96.37	200	200
20140813T131845	96.3	300	300	96.35	100	100
20140813T131846	96.25	200	200	96.35	100	100
20140813T131848	96.26	300	300	96.35	100	100
20140813T131911	96.3	800	800	96.35	100	100
20140813T131953	96.3	1100	1100	96.35	100	100
20140813T131956	96.3	1100	1100	96.35	500	500
20140813T131957	96.3	1100	1100	96.35	600	600
20140813T132000	96.3	1100	1100	96.35	500	500
20140813T132002	96.3	1100	1100	96.35	400	400
20140813T132005	96.3	1100	1100	96.35	500	500
20140813T132009	96.3	1100	1100	96.35	400	400
20140813T132011	96.3	1100	1100	96.35	300	300
20140813T132012	96.31	200	200	96.35	300	300
20140813T132015	96.31	200	200	96.34	300	300
20140813T132017	96.3	1100	1100	96.34	400	400
20140813T132021	96.3	800	800	96.34	400	400
20140813T132052	96.3	800	800	96.34	200	200
20140813T132156	96.3	800	800	96.35	100	100
20140813T132201	96.31	200	200	96.35	200	200
20140813T132202	96.31	200	200	96.35	300	300
20140813T132308	96.31	200	200	96.35	400	400
20140813T132501	96.31	200	200	96.35	300	300
20140813T132511	96.31	200	200	96.37	300	300
20140813T132516	96.31	200	200	96.37	200	200
20140813T132529	96.32	100	100	96.38	400	400
20140813T132555	96.35	100	100	96.38	400	400
20140813T132607	96.35	100	100	96.39	400	400
20140813T132630	96.39	500	500	96.4	100	100
20140813T132642	96.39	500	500	96.44	200	200
20140813T132648	96.35	100	100	96.44	200	200
20140813T132650	96.35	100	100	96.39	500	500
20140813T132653	96.35	100	100	96.39	700	700
20140813T132703	96.35	800	800	96.39	700	700
20140813T132709	96.35	800	800	96.38	100	100
20140813T132851	96.35	800	800	96.37	500	500
20140813T133046	96.35	800	800	96.38	100	100
20140813T133051	96.37	1000	1000	96.38	100	100
20140813T133103	96.37	500	500	96.39	500	500
20140813T133107	96.35	800	800	96.37	100	100
20140813T133325	96.35	800	800	96.36	100	100
20140813T133356	96.35	700	700	96.36	100	100
20140813T133401	96.35	200	200	96.36	100	100
20140813T133415	96.37	200	200	96.38	300	300
20140813T133429	96.37	200	200	96.4	1000	1000
20140813T133507	96.35	200	200	96.4	1000	1000
20140813T133837	96.35	200	200	96.39	100	100
20140813T133843	96.35	100	100	96.39	100	100
20140813T133850	96.35	100	100	96.39	300	300
20140813T133906	96.28	100	100	96.39	300	300
20140813T133907	96.26	100	100	96.39	300	300
20140813T133912	96.26	100	100	96.38	400	400
20140813T133917	96.26	100	100	96.38	200	200
20140813T133919	96.26	100	100	96.39	300	300
20140813T133921	96.26	100	100	96.37	400	400
20140813T133926	96.26	100	100	96.39	300	300
20140813T133930	96.26	300	300	96.39	300	300
20140813T133934	96.26	300	300	96.39	100	100
20140813T134003	96.3	200	200	96.39	100	100
20140813T134006	96.3	400	400	96.39	100	100
20140813T134007	96.3	300	300	96.39	100	100
20140813T134106	96.3	200	200	96.39	100	100
20140813T134140	96.3	200	200	96.39	300	300
20140813T134348	96.31	200	200	96.39	300	300
20140813T134502	96.31	200	200	96.36	1000	1000
20140813T134650	96.31	200	200	96.34	100	100
20140813T134711	96.31	300	300	96.34	100	100
20140813T134729	96.31	300	300	96.33	200	200
20140813T134735	96.31	300	300	96.36	1000	1000
20140813T134742	96.31	300	300	96.39	300	300
20140813T134757	96.31	400	400	96.39	300	300
20140813T134759	96.31	400	400	96.39	1100	1100
20140813T134938	96.31	400	400	96.36	100	100
20140813T135011	96.31	300	300	96.36	100	100
20140813T135028	96.31	800	800	96.36	100	100
20140813T135049	96.31	800	800	96.35	300	300
20140813T135223	96.31	900	900	96.35	300	300
20140813T135225	96.31	900	900	96.35	2000	2000
20140813T135251	96.31	700	700	96.35	2000	2000
20140813T135259	96.31	700	700	96.34	200	200
20140813T135323	96.31	700	700	96.34	400	400
20140813T135442	96.31	600	600	96.34	400	400
20140813T135515	96.32	300	300	96.34	400	400
20140813T135605	96.31	600	600	96.34	400	400
20140813T135642	96.32	300	300	96.34	400	400
20140813T135816	96.34	600	600	96.35	2100	2100
20140813T135817	96.34	600	600	96.35	2000	2000
20140813T135827	96.34	1100	1100	96.35	2000	2000
20140813T135833	96.34	1100	1100	96.35	300	300
20140813T135856	96.34	1100	1100	96.35	100	100
20140813T135906	96.35	300	300	96.39	1100	1100
20140813T140002	96.34	700	700	96.35	10800	10800
20140813T140006	96.33	400	400	96.34	100	100
20140813T140009	96.3	200	200	96.33	100	100
20140813T140010	96.33	300	300	96.35	10600	10600
20140813T140014	96.3	200	200	96.33	1700	1700
20140813T140023	96.33	300	300	96.35	10600	10600
20140813T140037	96.33	300	300	96.35	10500	10500
20140813T140056	96.3	200	200	96.35	10100	10100
20140813T140122	96.3	200	200	96.35	14100	14100
20140813T140128	96.3	200	200	96.34	300	300
20140813T140133	96.3	400	400	96.34	300	300
20140813T140141	96.3	400	400	96.34	200	200
20140813T140146	96.3	700	700	96.34	200	200
20140813T140159	96.3	500	500	96.34	200	200
20140813T140201	96.3	500	500	96.33	4000	4000
20140813T140204	96.3	500	500	96.33	3900	3900
20140813T140208	96.3	200	200	96.33	3900	3900
20140813T140216	96.3	200	200	96.32	300	300
20140813T140216	96.3	200	200	96.32	400	400
20140813T140219	96.3	200	200	96.32	200	200
20140813T140231	96.26	100	100	96.3	1400	1400
20140813T140246	96.26	100	100	96.3	400	400
20140813T140247	96.3	100	100	96.32	400	400
20140813T140254	96.26	200	200	96.32	400	400
20140813T140256	96.27	100	100	96.32	400	400
20140813T140306	96.3	100	100	96.32	400	400
20140813T140309	96.3	200	200	96.32	400	400
20140813T140333	96.3	100	100	96.32	400	400
20140813T140351	96.3	100	100	96.32	300	300
20140813T140354	96.28	300	300	96.3	100	100
20140813T140356	96.3	100	100	96.32	300	300
20140813T140412	96.3	100	100	96.32	100	100
20140813T140415	96.3	100	100	96.33	300	300
20140813T140421	96.3	300	300	96.33	300	300
20140813T140427	96.3	300	300	96.33	400	400
20140813T140430	96.3	200	200	96.33	400	400
20140813T140431	96.3	200	200	96.32	100	100
20140813T140447	96.3	400	400	96.32	100	100
20140813T140451	96.3	200	200	96.32	200	200
20140813T140501	96.26	300	300	96.32	200	200
20140813T140604	96.27	100	100	96.32	200	200
20140813T140624	96.27	100	100	96.32	1700	1700
20140813T140629	96.27	100	100	96.3	100	100
20140813T140643	96.28	100	100	96.3	100	100
20140813T140712	96.28	100	100	96.32	1700	1700
20140813T140717	96.28	100	100	96.3	2400	2400
20140813T140736	96.3	300	300	96.32	1700	1700
20140813T140751	96.3	200	200	96.32	1700	1700
20140813T140800	96.3	200	200	96.32	3200	3200
20140813T140831	96.32	700	700	96.33	700	700
20140813T140918	96.32	700	700	96.33	600	600
20140813T140947	96.32	300	300	96.33	600	600
20140813T140949	96.3	200	200	96.32	100	100
20140813T140952	96.3	200	200	96.32	1000	1000
20140813T140959	96.3	200	200	96.31	200	200
20140813T141001	96.28	100	100	96.3	100	100
20140813T141003	96.28	100	100	96.31	200	200
20140813T141008	96.28	200	200	96.31	200	200
20140813T141011	96.28	200	200	96.31	500	500
20140813T141029	96.28	200	200	96.31	2500	2500
20140813T141111	96.29	100	100	96.31	2500	2500
20140813T141134	96.29	100	100	96.3	200	200
20140813T141137	96.28	100	100	96.3	200	200
20140813T141155	96.31	500	500	96.32	1000	1000
20140813T141201	96.28	100	100	96.31	400	400
20140813T141204	96.28	100	100	96.32	1000	1000
20140813T141207	96.28	300	300	96.32	1000	1000
20140813T141220	96.28	300	300	96.3	100	100
20140813T141234	96.28	300	300	96.3	300	300
20140813T141321	96.28	300	300	96.3	100	100
20140813T141412	96.27	200	200	96.28	600	600
20140813T141423	96.27	100	100	96.28	600	600
20140813T141448	96.25	500	500	96.28	600	600
20140813T141454	96.25	300	300	96.28	600	600
20140813T141505	96.21	300	300	96.24	8200	8200
20140813T141507	96.21	300	300	96.24	7900	7900
20140813T141512	96.2	300	300	96.24	7900	7900
20140813T141514	96.2	400	400	96.24	7900	7900
20140813T141515	96.2	400	400	96.24	7800	7800
20140813T141519	96.2	400	400	96.24	7500	7500
20140813T141621	96.2	400	400	96.24	5100	5100
20140813T141634	96.2	400	400	96.24	2700	2700
20140813T141636	96.21	300	300	96.24	2700	2700
20140813T141641	96.21	300	300	96.24	2100	2100
20140813T141647	96.21	300	300	96.24	800	800
20140813T141648	96.24	100	100	96.28	600	600
20140813T141648	96.24	1000	1000	96.28	600	600
20140813T141652	96.24	1000	1000	96.28	700	700
20140813T141702	96.24	1300	1300	96.28	700	700
20140813T141724	96.24	1000	1000	96.28	700	700
20140813T141739	96.25	300	300	96.28	700	700
20140813T141739	96.22	100	100	96.28	900	900
20140813T141743	96.22	500	500	96.28	900	900
20140813T141801	96.22	500	500	96.28	700	700
20140813T141813	96.23	100	100	96.28	700	700
20140813T141828	96.23	500	500	96.28	700	700
20140813T141836	96.26	500	500	96.28	700	700
20140813T141900	96.26	400	400	96.28	700	700
20140813T141907	96.23	500	500	96.28	600	600
20140813T142038	96.23	500	500	96.25	200	200
20140813T142040	96.23	500	500	96.25	500	500
20140813T142102	96.22	100	100	96.25	500	500
20140813T142141	96.2	300	300	96.23	200	200
20140813T142153	96.2	200	200	96.23	200	200
20140813T142201	96.17	300	300	96.2	1800	1800
20140813T142219	96.17	200	200	96.2	1800	1800
20140813T142223	96.15	1100	1100	96.2	1800	1800
20140813T142229	96.16	100	100	96.2	1800	1800
20140813T142232	96.16	500	500	96.2	1900	1900
20140813T142234	96.16	600	600	96.2	1900	1900
